id,pregunta,categoria,intencion,emocion_detectada,nivel_alerta,respuesta,recomendacion,pregunta_seguimiento,respuesta_final,tecnica_apoyo,contexto,requiere_derivacion,prioridad_atencion,accion_sistema
1170,no tengo motivacion y me frustro puedes ayudarme,motivacion,apoyo_motivacion,TRISTE,BAJA,Entiendo que te cueste. No necesitas tener toda la energía para iniciar algo mínimo.,Elige una tarea de 10 minutos y haz solo el primer paso.,¿Qué cosa te gustaría mejorar aunque sea un poco?,"Entiendo que te cueste. No necesitas tener toda la energía para iniciar algo mínimo.

Recomendación: Elige una tarea de 10 minutos y haz solo el primer paso.

¿Qué cosa te gustaría mejorar aunque sea un poco?",activacion_conductual,academico,NO,BAJA,Responder y continuar conversación
1171,me cuesta seguir,motivacion,apoyo_motivacion,TRISTE,BAJA,Sentirse desmotivado no significa que no puedas avanzar; puede significar que estás cansado.,"Conecta lo que haces con una razón personal: mejorar, cumplir, aprender o sentir alivio después.",¿Te falta motivación o estás muy cansado?,"Sentirse desmotivado no significa que no puedas avanzar; puede significar que estás cansado.

Recomendación: Conecta lo que haces con una razón personal: mejorar, cumplir, aprender o sentir alivio después.

¿Te falta motivación o estás muy cansado?",metas_pequenas,motivacion,NO,BAJA,Responder y continuar conversación
1172,hoy me cuesta seguir,motivacion,apoyo_motivacion,TRISTE,BAJA,"Podemos buscar una meta pequeña para hoy, no una solución perfecta.",Reconoce cualquier avance pequeño; no esperes a terminar todo para valorarlo.,¿Qué actividad te cuesta más empezar?,"Podemos buscar una meta pequeña para hoy, no una solución perfecta.

Recomendación: Reconoce cualquier avance pequeño; no esperes a terminar todo para valorarlo.

¿Qué actividad te cuesta más empezar?",activacion_conductual,academico,NO,BAJA,Responder y continuar conversación
1173,ultimamente me cuesta seguir,motivacion,apoyo_motivacion,TRISTE,BAJA,La motivación no siempre aparece antes de empezar; a veces llega después de dar un paso pequeño.,Elige una tarea de 10 minutos y haz solo el primer paso.,¿Te falta motivación o estás muy cansado?,"La motivación no siempre aparece antes de empezar; a veces llega después de dar un paso pequeño.

Recomendación: Elige una tarea de 10 minutos y haz solo el primer paso.

¿Te falta motivación o estás muy cansado?",metas_pequenas,motivacion,NO,BAJA,Responder y continuar conversación
1174,me cuesta seguir y necesito ayuda,motivacion,apoyo_motivacion,TRISTE,BAJA,Entiendo que te cueste. No necesitas tener toda la energía para iniciar algo mínimo.,"Conecta lo que haces con una razón personal: mejorar, cumplir, aprender o sentir alivio después.",¿Qué meta pequeña podrías cumplir hoy?,"Entiendo que te cueste. No necesitas tener toda la energía para iniciar algo mínimo.

Recomendación: Conecta lo que haces con una razón personal: mejorar, cumplir, aprender o sentir alivio después.

¿Qué meta pequeña podrías cumplir hoy?",activacion_conductual,academico,NO,BAJA,Responder y continuar conversación
1175,me cuesta seguir puedes ayudarme,motivacion,apoyo_motivacion,TRISTE,BAJA,Sentirse desmotivado no significa que no puedas avanzar; puede significar que estás cansado.,Reconoce cualquier avance pequeño; no esperes a terminar todo para valorarlo.,¿Qué cosa te gustaría mejorar aunque sea un poco?,"Sentirse desmotivado no significa que no puedas avanzar; puede significar que estás cansado.

Recomendación: Reconoce cualquier avance pequeño; no esperes a terminar todo para valorarlo.

¿Qué cosa te gustaría mejorar aunque sea un poco?",metas_pequenas,motivacion,NO,BAJA,Responder y continuar conversación
1176,me cuesta seguir ultimamente,motivacion,apoyo_motivacion,TRISTE,BAJA,"Podemos buscar una meta pequeña para hoy, no una solución perfecta.",Alterna estudio con pausas breves para evitar agotarte.,¿Qué meta pequeña podrías cumplir hoy?,"Podemos buscar una meta pequeña para hoy, no una solución perfecta.

Recomendación: Alterna estudio con pausas breves para evitar agotarte.

¿Qué meta pequeña podrías cumplir hoy?",activacion_conductual,academico,NO,BAJA,Responder y continuar conversación
1177,hoy me cuesta seguir ultimamente,motivacion,apoyo_motivacion,TRISTE,BAJA,La motivación no siempre aparece antes de empezar; a veces llega después de dar un paso pequeño.,"Conecta lo que haces con una razón personal: mejorar, cumplir, aprender o sentir alivio después.",¿Qué actividad te cuesta más empezar?,"La motivación no siempre aparece antes de empezar; a veces llega después de dar un paso pequeño.

Recomendación: Conecta lo que haces con una razón personal: mejorar, cumplir, aprender o sentir alivio después.

¿Qué actividad te cuesta más empezar?",metas_pequenas,motivacion,NO,BAJA,Responder y continuar conversación
1178,ultimamente me cuesta seguir ultimamente,motivacion,apoyo_motivacion,TRISTE,BAJA,Entiendo que te cueste. No necesitas tener toda la energía para iniciar algo mínimo.,Reconoce cualquier avance pequeño; no esperes a terminar todo para valorarlo.,¿Te falta motivación o estás muy cansado?,"Entiendo que te cueste. No necesitas tener toda la energía para iniciar algo mínimo.

Recomendación: Reconoce cualquier avance pequeño; no esperes a terminar todo para valorarlo.

¿Te falta motivación o estás muy cansado?",activacion_conductual,academico,NO,BAJA,Responder y continuar conversación
1179,me cuesta seguir ultimamente y necesito ayuda,motivacion,apoyo_motivacion,TRISTE,BAJA,Sentirse desmotivado no significa que no puedas avanzar; puede significar que estás cansado.,Alterna estudio con pausas breves para evitar agotarte.,¿Qué actividad te cuesta más empezar?,"Sentirse desmotivado no significa que no puedas avanzar; puede significar que estás cansado.

Recomendación: Alterna estudio con pausas breves para evitar agotarte.

¿Qué actividad te cuesta más empezar?",metas_pequenas,motivacion,NO,BAJA,Responder y continuar conversación
1180,me cuesta seguir ultimamente puedes ayudarme,motivacion,apoyo_motivacion,TRISTE,BAJA,"Podemos buscar una meta pequeña para hoy, no una solución perfecta.",Elige una tarea de 10 minutos y haz solo el primer paso.,¿Qué cosa te gustaría mejorar aunque sea un poco?,"Podemos buscar una meta pequeña para hoy, no una solución perfecta.

Recomendación: Elige una tarea de 10 minutos y haz solo el primer paso.

¿Qué cosa te gustaría mejorar aunque sea un poco?",activacion_conductual,academico,NO,BAJA,Responder y continuar conversación
1181,me cuesta seguir en el colegio,motivacion,apoyo_motivacion,TRISTE,BAJA,La motivación no siempre aparece antes de empezar; a veces llega después de dar un paso pequeño.,Reconoce cualquier avance pequeño; no esperes a terminar todo para valorarlo.,¿Qué meta pequeña podrías cumplir hoy?,"La motivación no siempre aparece antes de empezar; a veces llega después de dar un paso pequeño.

Recomendación: Reconoce cualquier avance pequeño; no esperes a terminar todo para valorarlo.

¿Qué meta pequeña podrías cumplir hoy?",metas_pequenas,motivacion,NO,BAJA,Responder y continuar conversación
1182,hoy me cuesta seguir en el colegio,motivacion,apoyo_motivacion,TRISTE,BAJA,Entiendo que te cueste. No necesitas tener toda la energía para iniciar algo mínimo.,Alterna estudio con pausas breves para evitar agotarte.,¿Qué cosa te gustaría mejorar aunque sea un poco?,"Entiendo que te cueste. No necesitas tener toda la energía para iniciar algo mínimo.

Recomendación: Alterna estudio con pausas breves para evitar agotarte.

¿Qué cosa te gustaría mejorar aunque sea un poco?",activacion_conductual,academico,NO,BAJA,Responder y continuar conversación
1183,ultimamente me cuesta seguir en el colegio,motivacion,apoyo_motivacion,TRISTE,BAJA,Sentirse desmotivado no significa que no puedas avanzar; puede significar que estás cansado.,Elige una tarea de 10 minutos y haz solo el primer paso.,¿Te falta motivación o estás muy cansado?,"Sentirse desmotivado no significa que no puedas avanzar; puede significar que estás cansado.

Recomendación: Elige una tarea de 10 minutos y haz solo el primer paso.

¿Te falta motivación o estás muy cansado?",metas_pequenas,motivacion,NO,BAJA,Responder y continuar conversación
1184,me cuesta seguir en el colegio y necesito ayuda,motivacion,apoyo_motivacion,TRISTE,BAJA,"Podemos buscar una meta pequeña para hoy, no una solución perfecta.","Conecta lo que haces con una razón personal: mejorar, cumplir, aprender o sentir alivio después.",¿Qué actividad te cuesta más empezar?,"Podemos buscar una meta pequeña para hoy, no una solución perfecta.

Recomendación: Conecta lo que haces con una razón personal: mejorar, cumplir, aprender o sentir alivio después.

¿Qué actividad te cuesta más empezar?",activacion_conductual,academico,NO,BAJA,Responder y continuar conversación
1185,me cuesta seguir en el colegio puedes ayudarme,motivacion,apoyo_motivacion,TRISTE,BAJA,La motivación no siempre aparece antes de empezar; a veces llega después de dar un paso pequeño.,Alterna estudio con pausas breves para evitar agotarte.,¿Te falta motivación o estás muy cansado?,"La motivación no siempre aparece antes de empezar; a veces llega después de dar un paso pequeño.

Recomendación: Alterna estudio con pausas breves para evitar agotarte.

¿Te falta motivación o estás muy cansado?",metas_pequenas,motivacion,NO,BAJA,Responder y continuar conversación
1186,me cuesta seguir cuando tengo muchas tareas,motivacion,apoyo_motivacion,TRISTE,BAJA,Entiendo que te cueste. No necesitas tener toda la energía para iniciar algo mínimo.,Elige una tarea de 10 minutos y haz solo el primer paso.,¿Qué meta pequeña podrías cumplir hoy?,"Entiendo que te cueste. No necesitas tener toda la energía para iniciar algo mínimo.

Recomendación: Elige una tarea de 10 minutos y haz solo el primer paso.

¿Qué meta pequeña podrías cumplir hoy?",activacion_conductual,academico,NO,BAJA,Responder y continuar conversación
1187,hoy me cuesta seguir cuando tengo muchas tareas,motivacion,apoyo_motivacion,TRISTE,BAJA,Sentirse desmotivado no significa que no puedas avanzar; puede significar que estás cansado.,"Conecta lo que haces con una razón personal: mejorar, cumplir, aprender o sentir alivio después.",¿Qué cosa te gustaría mejorar aunque sea un poco?,"Sentirse desmotivado no significa que no puedas avanzar; puede significar que estás cansado.

Recomendación: Conecta lo que haces con una razón personal: mejorar, cumplir, aprender o sentir alivio después.

¿Qué cosa te gustaría mejorar aunque sea un poco?",metas_pequenas,motivacion,NO,BAJA,Responder y continuar conversación
1188,ultimamente me cuesta seguir cuando tengo muchas tareas,motivacion,apoyo_motivacion,TRISTE,BAJA,"Podemos buscar una meta pequeña para hoy, no una solución perfecta.",Reconoce cualquier avance pequeño; no esperes a terminar todo para valorarlo.,¿Qué meta pequeña podrías cumplir hoy?,"Podemos buscar una meta pequeña para hoy, no una solución perfecta.

Recomendación: Reconoce cualquier avance pequeño; no esperes a terminar todo para valorarlo.

¿Qué meta pequeña podrías cumplir hoy?",activacion_conductual,academico,NO,BAJA,Responder y continuar conversación
1189,me cuesta seguir cuando tengo muchas tareas y necesito ayuda,motivacion,apoyo_motivacion,TRISTE,BAJA,La motivación no siempre aparece antes de empezar; a veces llega después de dar un paso pequeño.,Elige una tarea de 10 minutos y haz solo el primer paso.,¿Qué actividad te cuesta más empezar?,"La motivación no siempre aparece antes de empezar; a veces llega después de dar un paso pequeño.

Recomendación: Elige una tarea de 10 minutos y haz solo el primer paso.

¿Qué actividad te cuesta más empezar?",metas_pequenas,motivacion,NO,BAJA,Responder y continuar conversación
1190,me cuesta seguir cuando tengo muchas tareas puedes ayudarme,motivacion,apoyo_motivacion,TRISTE,BAJA,Entiendo que te cueste. No necesitas tener toda la energía para iniciar algo mínimo.,"Conecta lo que haces con una razón personal: mejorar, cumplir, aprender o sentir alivio después.",¿Te falta motivación o estás muy cansado?,"Entiendo que te cueste. No necesitas tener toda la energía para iniciar algo mínimo.

Recomendación: Conecta lo que haces con una razón personal: mejorar, cumplir, aprender o sentir alivio después.

¿Te falta motivación o estás muy cansado?",activacion_conductual,academico,NO,BAJA,Responder y continuar conversación
1191,me cuesta seguir aunque quiero mejorar,motivacion,apoyo_motivacion,TRISTE,BAJA,Sentirse desmotivado no significa que no puedas avanzar; puede significar que estás cansado.,Reconoce cualquier avance pequeño; no esperes a terminar todo para valorarlo.,¿Qué actividad te cuesta más empezar?,"Sentirse desmotivado no significa que no puedas avanzar; puede significar que estás cansado.

Recomendación: Reconoce cualquier avance pequeño; no esperes a terminar todo para valorarlo.

¿Qué actividad te cuesta más empezar?",metas_pequenas,motivacion,NO,BAJA,Responder y continuar conversación
1192,hoy me cuesta seguir aunque quiero mejorar,motivacion,apoyo_motivacion,TRISTE,BAJA,"Podemos buscar una meta pequeña para hoy, no una solución perfecta.",Alterna estudio con pausas breves para evitar agotarte.,¿Qué cosa te gustaría mejorar aunque sea un poco?,"Podemos buscar una meta pequeña para hoy, no una solución perfecta.

Recomendación: Alterna estudio con pausas breves para evitar agotarte.

¿Qué cosa te gustaría mejorar aunque sea un poco?",activacion_conductual,academico,NO,BAJA,Responder y continuar conversación
1193,ultimamente me cuesta seguir aunque quiero mejorar,motivacion,apoyo_motivacion,TRISTE,BAJA,La motivación no siempre aparece antes de empezar; a veces llega después de dar un paso pequeño.,"Conecta lo que haces con una razón personal: mejorar, cumplir, aprender o sentir alivio después.",¿Qué meta pequeña podrías cumplir hoy?,"La motivación no siempre aparece antes de empezar; a veces llega después de dar un paso pequeño.

Recomendación: Conecta lo que haces con una razón personal: mejorar, cumplir, aprender o sentir alivio después.

¿Qué meta pequeña podrías cumplir hoy?",metas_pequenas,motivacion,NO,BAJA,Responder y continuar conversación
1194,me cuesta seguir aunque quiero mejorar y necesito ayuda,motivacion,apoyo_motivacion,TRISTE,BAJA,Entiendo que te cueste. No necesitas tener toda la energía para iniciar algo mínimo.,Reconoce cualquier avance pequeño; no esperes a terminar todo para valorarlo.,¿Qué cosa te gustaría mejorar aunque sea un poco?,"Entiendo que te cueste. No necesitas tener toda la energía para iniciar algo mínimo.

Recomendación: Reconoce cualquier avance pequeño; no esperes a terminar todo para valorarlo.

¿Qué cosa te gustaría mejorar aunque sea un poco?",activacion_conductual,academico,NO,BAJA,Responder y continuar conversación
